llm_model;dataset;prompt_name;file_name;vulnerability_present;cwe_ids;time_taken (in seconds);tokens_used;cost (in dollars);created_at
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19784;False;;11.478824377059937;total_tokens: 1083, completion_tokens: 147, prompt_tokens: 936;0.01377;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19790;False;;12.362954139709473;total_tokens: 1113, completion_tokens: 147, prompt_tokens: 966;0.01407;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19787;False;;13.317878007888794;total_tokens: 1550, completion_tokens: 149, prompt_tokens: 1401;0.018480000000000003;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19799;True;CWE-79;4.793273687362671;total_tokens: 698, completion_tokens: 65, prompt_tokens: 633;0.00828;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19793;False;;13.976243495941162;total_tokens: 1574, completion_tokens: 131, prompt_tokens: 1443;0.01836;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19801;True;CWE-79;4.437507390975952;total_tokens: 694, completion_tokens: 65, prompt_tokens: 629;0.00824;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19800;True;CWE-79;4.536638498306274;total_tokens: 466, completion_tokens: 65, prompt_tokens: 401;0.00596;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19803;True;CWE-79;4.769418239593506;total_tokens: 696, completion_tokens: 65, prompt_tokens: 631;0.00826;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19796;False;;14.731271266937256;total_tokens: 1238, completion_tokens: 200, prompt_tokens: 1038;0.01638;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19804;True;CWE-79;4.54065203666687;total_tokens: 639, completion_tokens: 65, prompt_tokens: 574;0.007690000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19802;True;CWE-79;5.768540143966675;total_tokens: 467, completion_tokens: 65, prompt_tokens: 402;0.0059700000000000005;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19806;True;CWE-79;5.1776440143585205;total_tokens: 471, completion_tokens: 64, prompt_tokens: 407;0.0059900000000000005;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19808;True;CWE-79;4.911646842956543;total_tokens: 469, completion_tokens: 65, prompt_tokens: 404;0.0059900000000000005;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19807;True;CWE-79;5.289202928543091;total_tokens: 706, completion_tokens: 65, prompt_tokens: 641;0.00836;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19810;True;CWE-79;4.382266521453857;total_tokens: 484, completion_tokens: 65, prompt_tokens: 419;0.0061400000000000005;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19809;True;CWE-79;4.964142084121704;total_tokens: 693, completion_tokens: 58, prompt_tokens: 635;0.00809;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19811;True;CWE-79;5.110146760940552;total_tokens: 716, completion_tokens: 64, prompt_tokens: 652;0.008440000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19805;True;CWE-79;8.252378702163696;total_tokens: 652, completion_tokens: 58, prompt_tokens: 594;0.007680000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19792;False;;19.021726846694946;total_tokens: 1235, completion_tokens: 202, prompt_tokens: 1033;0.016390000000000002;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19800;False;;9.725558280944824;total_tokens: 1068, completion_tokens: 127, prompt_tokens: 941;0.013219999999999999;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19801;False;;9.795641660690308;total_tokens: 1529, completion_tokens: 132, prompt_tokens: 1397;0.01793;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19804;False;;9.369258165359497;total_tokens: 1414, completion_tokens: 127, prompt_tokens: 1287;0.01668;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19802;False;;10.148584365844727;total_tokens: 1065, completion_tokens: 122, prompt_tokens: 943;0.013090000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19799;False;;11.47927188873291;total_tokens: 1550, completion_tokens: 145, prompt_tokens: 1405;0.0184;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19803;False;;10.660552263259888;total_tokens: 1540, completion_tokens: 139, prompt_tokens: 1401;0.01818;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19806;False;;9.931740045547485;total_tokens: 1078, completion_tokens: 126, prompt_tokens: 952;0.013300000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19814;True;CWE-79;5.803765773773193;total_tokens: 475, completion_tokens: 65, prompt_tokens: 410;0.00605;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19807;False;;10.263771057128906;total_tokens: 1552, completion_tokens: 131, prompt_tokens: 1421;0.018139999999999996;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19808;False;;10.014550685882568;total_tokens: 1074, completion_tokens: 127, prompt_tokens: 947;0.01328;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19812;True;CWE-79;8.128940343856812;total_tokens: 466, completion_tokens: 65, prompt_tokens: 401;0.00596;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19805;False;;12.37482738494873;total_tokens: 1440, completion_tokens: 120, prompt_tokens: 1320;0.016800000000000002;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19809;False;;10.986187219619751;total_tokens: 1522, completion_tokens: 120, prompt_tokens: 1402;0.01762;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19813;True;CWE-611;9.189066410064697;total_tokens: 561, completion_tokens: 140, prompt_tokens: 421;0.00841;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19810;False;;12.283599615097046;total_tokens: 1126, completion_tokens: 149, prompt_tokens: 977;0.01424;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19811;False;;11.380221605300903;total_tokens: 1580, completion_tokens: 138, prompt_tokens: 1442;0.01856;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19814;False;;10.18747615814209;total_tokens: 1086, completion_tokens: 127, prompt_tokens: 959;0.013399999999999999;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19812;False;;12.649135112762451;total_tokens: 1068, completion_tokens: 127, prompt_tokens: 941;0.013219999999999999;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19815;False;;7.363727569580078;total_tokens: 531, completion_tokens: 101, prompt_tokens: 430;0.007330000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19813;False;CWE-611;15.860070705413818;total_tokens: 1295, completion_tokens: 239, prompt_tokens: 1056;0.017730000000000003;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19815;True;CWE-79;14.065866708755493;total_tokens: 1248, completion_tokens: 213, prompt_tokens: 1035;0.01674;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19818;True;CWE-79;4.393091201782227;total_tokens: 374, completion_tokens: 61, prompt_tokens: 313;0.00496;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19825;True;CWE-79;4.433115482330322;total_tokens: 543, completion_tokens: 58, prompt_tokens: 485;0.006590000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19832;True;CWE-79;4.441986322402954;total_tokens: 382, completion_tokens: 65, prompt_tokens: 317;0.00512;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19826;True;CWE-79;4.572272300720215;total_tokens: 398, completion_tokens: 65, prompt_tokens: 333;0.00528;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19827;True;CWE-79;4.5573506355285645;total_tokens: 561, completion_tokens: 65, prompt_tokens: 496;0.00691;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19824;True;CWE-79;4.551112174987793;total_tokens: 387, completion_tokens: 59, prompt_tokens: 328;0.005050000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19822;True;CWE-79;4.661862850189209;total_tokens: 397, completion_tokens: 59, prompt_tokens: 338;0.00515;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19828;True;CWE-79;5.291944265365601;total_tokens: 448, completion_tokens: 123, prompt_tokens: 325;0.00694;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19831;True;CWE-79;5.232227325439453;total_tokens: 560, completion_tokens: 65, prompt_tokens: 495;0.006900000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19823;True;CWE-79;5.36583948135376;total_tokens: 562, completion_tokens: 65, prompt_tokens: 497;0.00692;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19821;True;CWE-79;5.44219446182251;total_tokens: 540, completion_tokens: 65, prompt_tokens: 475;0.0067;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19817;True;CWE-79;5.703001499176025;total_tokens: 392, completion_tokens: 65, prompt_tokens: 327;0.00522;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19830;True;CWE-79;6.179852247238159;total_tokens: 431, completion_tokens: 94, prompt_tokens: 337;0.006189999999999999;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19819;True;CWE-79;6.648686170578003;total_tokens: 534, completion_tokens: 65, prompt_tokens: 469;0.006640000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19820;True;CWE-79;6.824140548706055;total_tokens: 387, completion_tokens: 71, prompt_tokens: 316;0.00529;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19816;True;CWE-79;7.571626424789429;total_tokens: 422, completion_tokens: 115, prompt_tokens: 307;0.00652;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19826;False;;9.083520650863647;total_tokens: 932, completion_tokens: 127, prompt_tokens: 805;0.011859999999999999;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19822;False;;9.142256021499634;total_tokens: 930, completion_tokens: 121, prompt_tokens: 809;0.011720000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19827;False;;9.314988374710083;total_tokens: 1263, completion_tokens: 132, prompt_tokens: 1131;0.015269999999999999;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19824;False;;9.68351936340332;total_tokens: 910, completion_tokens: 121, prompt_tokens: 789;0.011520000000000002;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19823;False;;9.890329599380493;total_tokens: 1268, completion_tokens: 135, prompt_tokens: 1133;0.015380000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19832;False;;9.935490369796753;total_tokens: 897, completion_tokens: 124, prompt_tokens: 773;0.011450000000000002;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19817;False;;10.134801149368286;total_tokens: 916, completion_tokens: 123, prompt_tokens: 793;0.01162;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19820;False;;10.645813941955566;total_tokens: 926, completion_tokens: 149, prompt_tokens: 777;0.012240000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19825;False;;10.68488621711731;total_tokens: 1234, completion_tokens: 132, prompt_tokens: 1102;0.01498;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19821;False;;10.96453857421875;total_tokens: 1220, completion_tokens: 131, prompt_tokens: 1089;0.01482;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19831;False;;10.891832113265991;total_tokens: 1258, completion_tokens: 129, prompt_tokens: 1129;0.01516;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19819;False;;11.333861112594604;total_tokens: 1210, completion_tokens: 133, prompt_tokens: 1077;0.014760000000000002;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19818;False;CWE-79;11.508265256881714;total_tokens: 906, completion_tokens: 145, prompt_tokens: 761;0.01196;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19829;True;CWE-79;11.581589460372925;total_tokens: 577, completion_tokens: 92, prompt_tokens: 485;0.0076100000000000004;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19828;False;CWE-79;13.059324979782104;total_tokens: 1070, completion_tokens: 223, prompt_tokens: 847;0.01516;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19830;False;;13.151058197021484;total_tokens: 1008, completion_tokens: 166, prompt_tokens: 842;0.013399999999999999;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19833;True;CWE-79;4.192142724990845;total_tokens: 541, completion_tokens: 64, prompt_tokens: 477;0.006690000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19816;False;;14.829957485198975;total_tokens: 1001, completion_tokens: 198, prompt_tokens: 803;0.01397;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19835;True;CWE-79;5.128798484802246;total_tokens: 538, completion_tokens: 65, prompt_tokens: 473;0.006680000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19839;True;CWE-79;4.333460807800293;total_tokens: 497, completion_tokens: 59, prompt_tokens: 438;0.00615;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19838;True;CWE-79;4.602733135223389;total_tokens: 482, completion_tokens: 64, prompt_tokens: 418;0.0060999999999999995;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19836;True;CWE-79;5.2477171421051025;total_tokens: 381, completion_tokens: 65, prompt_tokens: 316;0.005110000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19843;True;CWE-79;4.280467987060547;total_tokens: 544, completion_tokens: 65, prompt_tokens: 479;0.00674;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19840;True;CWE-79;4.58442759513855;total_tokens: 386, completion_tokens: 65, prompt_tokens: 321;0.0051600000000000005;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19841;True;CWE-79;4.735980033874512;total_tokens: 550, completion_tokens: 65, prompt_tokens: 485;0.0068000000000000005;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19837;True;CWE-79;5.5227460861206055;total_tokens: 533, completion_tokens: 58, prompt_tokens: 475;0.00649;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19842;True;CWE-79;4.671781301498413;total_tokens: 382, completion_tokens: 64, prompt_tokens: 318;0.0050999999999999995;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19845;True;CWE-79;4.585442066192627;total_tokens: 561, completion_tokens: 65, prompt_tokens: 496;0.00691;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19834;True;CWE-79;6.950201988220215;total_tokens: 426, completion_tokens: 111, prompt_tokens: 315;0.0064800000000000005;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19829;False;CWE-79;17.10173463821411;total_tokens: 1304, completion_tokens: 167, prompt_tokens: 1137;0.01638;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19836;False;;9.574875354766846;total_tokens: 895, completion_tokens: 124, prompt_tokens: 771;0.011430000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19835;False;;10.276561498641968;total_tokens: 1213, completion_tokens: 128, prompt_tokens: 1085;0.014690000000000002;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19847;False;;6.477565288543701;total_tokens: 440, completion_tokens: 105, prompt_tokens: 335;0.006500000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19846;True;CWE-79;6.873602628707886;total_tokens: 423, completion_tokens: 108, prompt_tokens: 315;0.00639;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19838;False;;10.206341028213501;total_tokens: 1110, completion_tokens: 136, prompt_tokens: 974;0.01382;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19841;False;;9.951910972595215;total_tokens: 1246, completion_tokens: 137, prompt_tokens: 1109;0.015200000000000002;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19842;False;;9.70047116279602;total_tokens: 900, completion_tokens: 126, prompt_tokens: 774;0.011519999999999999;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19840;False;;10.06291651725769;total_tokens: 910, completion_tokens: 129, prompt_tokens: 781;0.011680000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19844;True;CWE-79;9.503801107406616;total_tokens: 471, completion_tokens: 138, prompt_tokens: 333;0.00747;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19843;False;;10.09289836883545;total_tokens: 1244, completion_tokens: 147, prompt_tokens: 1097;0.015380000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19839;False;;11.169776916503906;total_tokens: 1140, completion_tokens: 131, prompt_tokens: 1009;0.014020000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19834;False;;13.013498067855835;total_tokens: 1003, completion_tokens: 188, prompt_tokens: 815;0.01379;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19848;True;CWE-79;7.69345498085022;total_tokens: 447, completion_tokens: 123, prompt_tokens: 324;0.0069299999999999995;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19833;False;;13.900162696838379;total_tokens: 1228, completion_tokens: 136, prompt_tokens: 1092;0.015000000000000003;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19849;False;;6.101834535598755;total_tokens: 433, completion_tokens: 89, prompt_tokens: 344;0.00611;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19845;False;;12.152832508087158;total_tokens: 1294, completion_tokens: 163, prompt_tokens: 1131;0.016200000000000003;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19837;False;;14.505016326904297;total_tokens: 1219, completion_tokens: 137, prompt_tokens: 1082;0.014930000000000002;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19847;True;CWE-79;12.84422254562378;total_tokens: 1046, completion_tokens: 197, prompt_tokens: 849;0.0144;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19849;True;CWE-79;9.551177263259888;total_tokens: 1022, completion_tokens: 171, prompt_tokens: 851;0.01364;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19846;False;;13.685258865356445;total_tokens: 1011, completion_tokens: 199, prompt_tokens: 812;0.014089999999999998;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19844;False;;15.533169507980347;total_tokens: 1094, completion_tokens: 216, prompt_tokens: 878;0.01526;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19848;False;;14.514283418655396;total_tokens: 1041, completion_tokens: 196, prompt_tokens: 845;0.014329999999999999;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19858;True;CWE-89;3.5113255977630615;total_tokens: 538, completion_tokens: 46, prompt_tokens: 492;0.0063;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19859;True;CWE-89;3.582702398300171;total_tokens: 841, completion_tokens: 43, prompt_tokens: 798;0.00927;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19874;True;CWE-89;3.6596837043762207;total_tokens: 529, completion_tokens: 44, prompt_tokens: 485;0.00617;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19867;True;CWE-89;3.810853958129883;total_tokens: 835, completion_tokens: 45, prompt_tokens: 790;0.00925;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19871;True;CWE-89;3.7150912284851074;total_tokens: 832, completion_tokens: 44, prompt_tokens: 788;0.0092;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19861;True;CWE-89;3.7628023624420166;total_tokens: 853, completion_tokens: 44, prompt_tokens: 809;0.00941;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19860;True;CWE-89;3.8672688007354736;total_tokens: 549, completion_tokens: 52, prompt_tokens: 497;0.006529999999999999;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19866;True;CWE-89;3.973165988922119;total_tokens: 528, completion_tokens: 47, prompt_tokens: 481;0.006220000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19862;True;CWE-89;4.1262712478637695;total_tokens: 544, completion_tokens: 55, prompt_tokens: 489;0.006539999999999999;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19854;True;CWE-89;4.220144271850586;total_tokens: 524, completion_tokens: 44, prompt_tokens: 480;0.00612;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19865;True;CWE-89;4.2279582023620605;total_tokens: 852, completion_tokens: 44, prompt_tokens: 808;0.0094;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19863;True;CWE-89;4.413699626922607;total_tokens: 842, completion_tokens: 44, prompt_tokens: 798;0.009300000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19870;True;CWE-89;4.727576017379761;total_tokens: 535, completion_tokens: 55, prompt_tokens: 480;0.006449999999999999;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19853;True;CWE-89;4.873071908950806;total_tokens: 844, completion_tokens: 62, prompt_tokens: 782;0.00968;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19864;True;CWE-89;4.880548000335693;total_tokens: 547, completion_tokens: 46, prompt_tokens: 501;0.00639;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19852;True;CWE-89;4.932770490646362;total_tokens: 536, completion_tokens: 59, prompt_tokens: 477;0.006540000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr;J19855;True;CWE-89;5.958787679672241;total_tokens: 835, completion_tokens: 47, prompt_tokens: 788;0.00929;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19874;False;;7.677608966827393;total_tokens: 1176, completion_tokens: 88, prompt_tokens: 1088;0.01352;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19866;False;;7.955151557922363;total_tokens: 1180, completion_tokens: 97, prompt_tokens: 1083;0.013740000000000002;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19859;False;;8.57164454460144;total_tokens: 1813, completion_tokens: 100, prompt_tokens: 1713;0.020130000000000002;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19860;False;;8.714741468429565;total_tokens: 1231, completion_tokens: 111, prompt_tokens: 1120;0.01453;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19861;False;;8.880264520645142;total_tokens: 1851, completion_tokens: 115, prompt_tokens: 1736;0.02081;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19854;False;;9.304663181304932;total_tokens: 1173, completion_tokens: 95, prompt_tokens: 1078;0.01363;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19871;False;;9.169416666030884;total_tokens: 1807, completion_tokens: 113, prompt_tokens: 1694;0.02033;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19867;False;;9.87064266204834;total_tokens: 1788, completion_tokens: 89, prompt_tokens: 1699;0.01966;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19864;False;;9.949458599090576;total_tokens: 1238, completion_tokens: 116, prompt_tokens: 1122;0.014700000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19853;False;;10.031754732131958;total_tokens: 1832, completion_tokens: 132, prompt_tokens: 1700;0.02096;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19855;False;;10.119925737380981;total_tokens: 1797, completion_tokens: 100, prompt_tokens: 1697;0.01997;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19862;False;;10.178384065628052;total_tokens: 1218, completion_tokens: 111, prompt_tokens: 1107;0.014399999999999998;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19858;False;;10.200671911239624;total_tokens: 1226, completion_tokens: 122, prompt_tokens: 1104;0.014700000000000001;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19870;False;;10.156452894210815;total_tokens: 1205, completion_tokens: 116, prompt_tokens: 1089;0.014369999999999999;2024-02-05
gpt-4-0125-preview;juliet-top-25-subset-34;basic_prompt_sr_improve;J19865;False;;10.436370849609375;total_tokens: 1862, completion_tokens: 128, prompt_tokens: 1734;0.021179999999999997;2024-02-05
